"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263"
20,0,3,2421,0,11,1447,6,2,47,2,153,3265,41,1,4,452,10,2,8,5,9,0,1695,804,15,0,22,5,0,2,1,711,13,7,328,539,0,5,499,2039,1007,5931,0,1260,1,9,16696,507,7793,11,464,2,51,3,29,0,1,1,7,397,57,13,0,764,253,8,13934,24,106,8,7,1,2099,3199,25,7,6,23409,983,2,238,115,0,20,0,3547,1274,92,10681,9,40,35,8,91,1,953,6,0,7405,3,14,0,0,0,194,14169,3,0,0,0,868,9052,9228,0,645,0,0,12,4,11,2,6,3,2669,12,91,1,463,40,6,7284,26,27,12,11,6813,6201,0,6692,11994,13576,4954,7256,1282,620,4,12781,5,3,4373,566,6,0,0,2,29,8174,26,15,12955,11564,11218,12170,13,2548,12,133,16,14451,10,0,27,16,0,0,22,18,444,6,1351,6,0,1,7,14458,9,120,439,65,5,12,173,11,66,62,16,29,3,7,2,49,1,0,0,1,1,3,813,3,4914,9,7,0,28,31,74,2,23,22,0,2,481,2082,184,1538,18,119,9091,14227,8961,1678,6548,15099,19,15112,15088,8433,12352,3,9,4,162,558,0,7792,86,7,13945,9,0,1,0,9,2183,1608,31,14,9,423,2631,6028,10474
28,0,4,1916,0,2,1437,3,1,73,2,115,2537,37,1,6,376,9,3,17,10,20,1,1316,671,18,0,39,6,0,1,7,593,6,25,371,520,0,7,416,1784,893,4576,0,1116,2,16,13952,508,6672,4,318,4,35,7,23,0,0,1,5,465,65,7,1,606,228,5,11063,28,120,5,12,2,1731,2610,33,6,10,18906,949,3,240,109,0,20,1,2545,944,101,8557,12,42,34,4,109,3,714,4,0,6561,0,12,1,0,0,149,10886,4,0,0,1,752,6830,6632,1,619,0,0,23,4,6,0,4,6,2229,8,99,1,464,36,3,8678,45,29,8,13,4796,10039,2,5209,9228,10737,4147,5779,978,542,3,10105,4,4,3608,545,7,2,6,0,27,5307,33,19,10301,9683,9010,9807,32,2205,11,130,18,10877,2,0,33,12,0,0,21,15,427,5,1149,7,1,1,3,13237,0,144,409,47,4,14,138,16,69,73,24,44,0,8,0,40,1,0,0,1,3,10,626,6,3751,10,9,0,36,29,91,3,16,25,1,2,499,1689,167,1286,12,94,6990,13244,7249,1509,4668,11326,22,11243,11317,7173,9946,2,5,10,178,531,1,6858,76,8,10618,5,1,0,1,10,2045,1505,42,13,8,447,1896,4409,8085
20,0,0,862,0,0,784,11,4,53,3,135,3629,17,0,4,143,5,4,2,4,25,1,1253,430,14,0,30,0,0,1,0,500,13,6,50,154,3,3,344,1290,733,5255,0,811,0,5,11557,186,3914,2,314,0,35,3,21,0,0,0,4,121,24,3,6,534,199,2,9256,20,102,2,6,2,1486,2524,10,2,3,9017,237,2,180,72,0,16,1,3008,1501,43,7106,8,33,24,3,84,2,406,4,0,8110,0,2,0,0,0,91,9243,1,0,0,0,255,6830,4526,0,457,0,0,13,1,1,1,10,3,2623,4,53,3,273,30,7,9471,18,54,17,3,4639,11707,0,7790,8961,11202,3872,3793,531,361,1,3434,0,0,3017,413,4,0,3,0,16,4021,37,5,15932,15290,11242,9629,11,2294,9,105,6,13313,4,1,20,5,0,0,18,12,284,3,537,5,0,0,1,12831,0,85,137,11,3,4,128,17,29,47,12,14,0,5,0,21,6,0,5,0,65,3,688,5,3327,4,5,2,31,30,58,0,30,15,0,0,319,950,52,839,9,41,7598,13616,7558,646,6221,12710,17,14831,16192,6758,8530,1,3,6,78,461,1,6301,56,4,6831,3,2,1,1,3,564,504,24,6,0,289,1708,4469,5771
18,0,0,1067,0,1,682,5,0,42,1,110,3870,33,0,0,202,3,4,4,0,6,0,1278,650,9,0,32,4,0,1,2,709,21,2,87,146,2,3,330,1469,720,5290,0,894,0,1,12723,224,3821,5,426,4,40,4,14,0,1,0,7,144,19,2,1,708,323,4,10201,16,72,5,6,1,1605,2900,14,1,4,10894,319,0,139,53,0,12,1,3140,1648,50,7573,5,19,20,3,95,1,674,4,0,7705,1,1,0,0,0,152,10849,3,0,0,2,302,7781,5312,1,464,0,0,12,3,2,0,4,1,2591,4,40,5,244,23,3,7470,20,36,10,3,4999,10052,0,8218,9934,12357,4327,4211,619,397,2,4392,1,4,3362,465,1,2,2,0,15,4224,17,6,14535,14442,11312,9452,9,2596,9,84,9,13742,3,1,7,3,0,0,9,8,259,3,982,9,3,0,3,13030,0,68,191,18,1,5,125,18,29,45,13,11,0,2,0,29,0,0,2,0,48,1,679,1,3340,3,4,3,20,23,60,2,12,13,0,0,307,1184,84,690,10,100,8673,13959,8486,809,6319,13087,5,16871,17227,7734,9851,0,2,3,94,559,0,6070,61,4,7678,7,0,4,1,2,726,602,24,15,0,243,1765,5277,6510
24,0,2,1057,0,2,742,4,1,48,2,149,4091,20,0,1,177,4,2,18,0,11,0,1289,505,10,0,29,1,0,0,1,547,9,5,89,168,0,2,337,1419,707,5735,0,879,0,4,11771,190,3629,1,306,2,39,1,8,0,0,0,6,128,21,3,0,545,191,5,9729,17,50,4,4,1,1642,2887,6,9,4,11139,312,0,151,74,0,15,0,3547,1828,51,8406,6,20,36,2,88,1,475,2,0,8008,1,7,0,0,0,79,11181,1,1,0,1,314,7801,5692,3,472,0,1,18,3,3,1,8,2,2810,8,27,0,205,22,1,6666,26,21,13,7,5161,9992,2,8392,10002,11983,4402,4387,720,584,2,4773,2,3,3469,453,3,3,2,0,21,4537,26,5,17070,16677,12098,10055,10,2642,10,122,8,14879,0,0,23,6,2,0,9,8,290,5,622,4,0,0,3,13523,0,71,180,11,4,6,148,20,30,48,18,11,0,1,1,19,1,1,1,0,82,6,836,4,3570,7,4,1,10,20,56,3,7,19,0,0,277,1143,65,811,7,37,9064,14671,9101,681,6580,14391,9,16628,18473,7932,10066,2,8,10,89,490,0,5114,50,3,8395,2,1,4,0,1,730,587,22,7,2,249,1941,5335,6814
22,0,1,1125,0,1,830,4,0,64,2,145,4421,21,1,2,167,5,2,3,1,2,1,1449,504,6,0,41,4,0,1,1,608,18,4,96,193,3,3,366,1461,620,6029,0,924,0,3,13766,271,4143,2,318,2,52,6,15,0,1,0,4,165,34,1,1,703,221,1,11156,17,63,2,3,1,1569,2830,15,2,4,13052,379,1,145,64,0,17,0,3803,1927,52,8650,6,14,18,0,91,4,499,2,0,8140,5,8,0,0,0,134,12350,0,0,0,0,421,8396,6210,1,508,0,0,9,0,4,1,2,4,3148,4,38,4,252,25,3,7422,30,27,13,11,5615,10591,1,8954,10903,13415,4777,5025,628,488,2,5599,2,1,3471,433,2,5,4,0,22,5172,14,7,16948,17221,13429,10865,5,2926,5,89,10,15939,3,1,11,4,0,0,14,13,310,7,773,6,1,0,5,14574,0,71,185,25,4,6,168,18,16,61,13,5,0,6,0,25,1,0,2,3,76,2,808,2,3794,2,2,3,11,22,56,2,24,15,2,0,390,1132,73,785,4,39,9870,15667,9717,814,7007,15085,8,17284,19252,8039,10575,1,2,5,86,448,0,6437,59,1,8936,2,1,4,0,0,810,691,20,9,5,226,2172,5262,7190
37,0,2,1557,0,0,1037,9,1,75,7,130,4197,33,0,1,213,9,4,6,5,5,0,1546,602,6,0,30,4,0,0,0,670,29,12,135,249,0,3,387,1771,862,6078,0,1088,0,7,14345,316,4210,2,368,3,36,1,15,0,0,0,4,175,42,3,1,751,253,3,11849,29,77,5,11,2,1988,3284,20,4,3,16010,487,3,151,81,0,20,0,3800,1864,61,9480,4,32,13,5,119,2,592,2,0,8354,0,10,0,0,0,109,13491,1,0,0,1,475,8478,7067,1,569,0,0,18,4,7,0,3,5,2856,35,58,1,282,51,4,7362,41,30,11,11,6442,9844,2,9101,11507,12740,4652,5722,723,490,2,7108,3,2,3760,484,7,2,1,0,21,6116,38,6,16008,15420,12377,11578,14,2876,11,141,5,16302,0,1,11,4,0,0,16,11,351,3,799,10,5,1,4,15009,0,77,231,17,3,9,163,15,72,67,13,23,0,7,0,29,3,2,1,3,86,6,870,1,4176,8,8,2,27,27,51,4,16,11,0,0,433,1536,86,867,8,62,9897,14834,9485,1044,7446,15651,10,16681,17738,8079,10679,1,5,6,112,646,0,5989,67,0,10745,12,1,2,1,9,1113,889,21,13,6,287,2098,5686,8245
30,0,1,2399,0,0,1428,5,0,42,2,131,3253,26,2,6,371,5,2,5,8,8,0,1560,676,13,0,26,3,0,1,4,574,20,12,322,555,1,8,351,1797,893,5367,0,1160,1,5,16737,419,5166,4,382,2,38,6,15,0,0,0,2,364,49,6,0,685,184,5,14266,26,108,7,7,6,1777,2876,17,5,5,24827,871,2,192,100,0,26,0,3468,1153,94,10914,4,40,32,6,96,2,689,2,0,7675,5,3,0,0,0,181,15437,1,0,0,1,764,9105,9787,1,709,0,0,14,5,6,1,5,1,2724,12,78,4,381,38,3,6876,44,30,12,14,7300,5402,0,6885,12239,12844,4850,7244,1121,547,7,11931,2,4,4158,833,18,0,7,0,23,7992,37,16,13208,11881,11119,12486,9,2429,10,148,12,16092,5,0,21,4,0,0,25,8,493,5,1062,16,0,2,6,15274,0,117,309,36,5,3,184,17,45,71,15,33,0,3,0,39,0,0,0,2,3,5,856,2,4889,9,13,0,19,20,60,2,12,37,2,1,493,2311,181,1140,23,79,9323,15176,8336,1511,6737,15985,10,13154,13087,8924,12173,0,4,7,148,627,1,6931,68,4,13778,11,2,3,2,2,2007,1477,24,16,3,474,2286,5798,10350
32,0,4,2025,0,1,1461,7,1,54,2,138,2180,42,0,7,346,15,3,3,8,4,1,1400,639,13,0,24,6,0,1,0,534,10,19,287,471,1,5,343,1773,795,4520,0,1202,0,11,13363,388,4342,4,287,4,25,4,18,0,0,0,4,354,59,5,0,580,175,5,11392,28,82,3,11,1,1727,2654,29,6,9,19889,811,3,206,90,1,21,0,2202,1204,90,9004,12,43,26,6,103,2,673,4,0,6491,1,10,1,0,0,148,11782,0,0,0,3,789,7225,7672,1,669,0,0,18,3,9,1,9,3,2215,12,94,3,388,28,4,7411,47,19,15,7,5305,9597,0,5285,9743,10690,4134,6299,857,537,6,11294,4,0,3737,796,13,1,3,1,37,6804,39,13,10770,10092,8886,10549,10,2231,18,122,12,12316,5,3,25,6,1,0,22,10,489,6,949,5,2,0,6,13878,0,147,303,19,4,6,131,25,55,90,27,44,0,6,0,34,0,0,2,0,3,7,856,2,4018,10,9,0,13,27,78,2,10,30,0,2,492,1733,179,1092,3,85,7016,12873,7520,1294,4885,12467,18,10911,10333,7690,10692,0,6,7,157,644,0,5533,95,6,11426,9,3,6,1,4,2086,1341,35,8,3,424,2146,4482,8437
15,1,1,841,0,10,771,2,1,56,1,150,3585,11,0,0,129,1,2,1,9,6,1,1030,367,11,0,31,0,0,1,1,465,8,3,71,134,1,3,281,1089,525,4637,0,813,0,1,11048,142,3629,2,280,4,24,2,10,0,0,0,3,96,23,2,1,497,163,2,8751,12,61,1,8,2,1149,2052,8,2,4,8857,283,0,110,60,0,14,0,3000,1518,68,6842,4,25,60,4,71,2,331,1,0,7900,0,1,0,0,0,69,8874,0,0,0,0,292,6535,4207,0,365,0,0,10,3,3,1,4,3,2592,2,30,0,275,35,3,10192,20,20,7,5,4782,13298,0,7544,8449,9860,3912,3859,557,400,3,3528,6,0,2862,371,5,0,2,0,18,4006,22,7,16549,14282,11165,9405,10,1699,7,115,9,13013,7,0,15,7,0,0,7,10,259,5,431,3,0,1,5,12404,0,76,113,14,2,5,107,19,13,47,12,9,0,3,0,27,2,0,2,0,78,2,654,2,3234,4,3,2,22,24,47,2,16,6,0,1,339,1139,59,722,3,38,7313,12851,7112,625,5712,12545,10,12152,13834,5997,8064,0,2,6,65,317,0,4934,38,3,6709,3,0,3,2,5,634,557,20,6,1,267,1788,4380,6112
12,0,0,1048,0,0,855,8,1,39,2,127,4150,25,0,1,133,6,2,3,2,3,1,1142,465,18,2,22,17,0,2,3,528,16,8,69,156,1,1,279,1267,570,3929,0,839,0,8,13383,175,4333,0,277,5,28,1,9,0,2,0,3,105,34,1,2,525,154,8,9835,22,52,2,5,0,1341,2511,3,2,3,12557,349,1,115,67,0,10,0,3586,2033,52,7909,5,18,46,0,82,0,375,2,0,8303,1,3,0,0,0,54,11376,2,0,0,1,289,7487,5379,0,366,0,0,9,1,4,0,2,1,3011,4,38,4,280,31,0,7273,23,21,9,5,6086,9804,0,8648,10640,10496,4178,4471,613,448,3,4556,1,2,3013,391,3,0,1,0,12,4508,21,16,13053,14965,10859,10239,12,1693,6,91,21,15199,3,1,11,7,1,0,3,4,283,2,556,7,1,0,5,13544,0,51,136,24,4,10,134,19,16,62,12,9,0,6,0,23,0,0,0,2,53,2,769,1,3485,8,7,1,18,22,51,4,13,6,1,0,366,1328,71,806,8,38,9785,15507,8334,701,6924,14205,5,13047,14418,6883,9198,2,4,9,72,387,0,5428,61,5,8174,5,0,0,1,2,735,563,23,2,4,261,1928,5110,7899
21,0,1,1140,0,0,899,7,2,46,3,126,4225,9,1,5,184,1,5,3,4,9,1,1179,437,15,0,35,1,0,5,1,557,19,8,102,218,0,2,290,1150,559,5116,0,994,1,7,14092,228,4647,12,305,2,40,2,14,0,0,0,2,120,23,4,1,551,180,4,11130,18,62,3,1,0,1273,2402,10,1,3,12593,385,3,131,60,0,27,1,3582,1843,64,8758,12,22,29,4,104,2,421,2,0,9460,2,9,1,0,0,71,11558,0,0,0,1,318,8033,6032,0,398,0,1,21,1,4,0,5,1,3131,3,26,1,258,38,0,7601,28,22,12,4,5797,11341,0,9061,10535,12307,4494,4862,550,408,4,4949,7,1,3118,320,3,0,3,2,23,4990,32,7,19321,17030,13792,11956,8,1693,14,100,7,16162,3,2,12,12,2,0,11,6,304,4,621,4,0,0,6,15464,0,70,161,18,3,4,130,15,29,45,14,26,0,5,1,18,1,0,0,0,58,4,756,6,3894,3,5,1,12,12,59,0,20,10,0,0,340,1308,67,818,3,40,9103,16983,9004,715,6911,16255,3,14055,16595,7023,9664,2,3,6,77,365,0,6246,51,2,8771,14,0,1,2,0,756,735,21,8,12,269,2069,5213,7388
19,0,1,1137,0,2,746,6,1,63,4,132,4273,22,0,0,147,7,3,1,1,6,0,1130,434,9,1,23,3,0,2,0,530,20,4,77,191,0,0,300,1277,561,5167,0,963,0,4,14422,154,5604,1,308,0,22,4,11,0,2,2,4,130,26,0,7,555,182,0,11334,16,83,4,2,1,1303,2265,7,0,2,12475,329,0,121,77,0,15,0,3751,1811,55,8926,6,32,36,1,94,1,401,1,1,8857,0,8,0,0,0,110,12128,0,1,0,1,287,7984,5749,0,440,0,0,17,0,7,0,16,8,3089,1,31,4,232,33,1,8161,27,27,10,7,5723,11533,0,8420,10290,12301,4568,5071,601,428,1,5292,1,3,3247,370,9,3,1,0,10,5027,28,3,18442,16802,13631,11688,13,1748,11,92,5,16725,2,0,7,5,0,0,8,7,256,4,535,5,0,0,5,15498,0,78,148,23,1,6,98,29,26,49,14,14,0,3,1,21,1,0,4,1,75,3,849,3,3899,8,6,2,26,21,39,4,27,15,0,0,340,1319,53,746,2,48,9298,16502,9044,838,7028,15784,8,13594,16243,7006,9980,0,5,2,66,386,0,6939,71,2,8764,5,0,3,0,0,714,626,23,6,0,212,2096,4595,6892
16,0,0,1496,0,0,918,8,0,62,0,100,3788,27,0,6,152,12,3,9,2,23,0,1262,561,8,0,37,6,0,0,2,523,15,6,103,215,0,2,312,1444,669,5387,0,1101,0,8,15002,285,5742,0,306,1,28,0,10,0,0,0,3,151,33,3,0,646,206,3,11952,24,55,9,7,1,1563,2773,11,0,5,15774,475,2,142,71,0,16,1,3371,1498,53,8897,19,32,32,2,96,2,537,1,0,8640,0,6,0,0,0,98,12585,0,1,0,1,389,8087,6512,1,455,1,0,7,3,6,0,6,2,2841,1,32,1,280,46,1,7692,27,26,29,7,6548,8844,0,8377,10448,12070,4620,5133,621,466,6,6439,4,0,3196,414,2,0,3,0,20,5550,22,2,17512,15654,12994,12025,8,1874,8,109,11,16294,4,0,13,5,1,1,7,9,330,4,748,8,0,0,6,15522,0,75,213,19,1,7,158,11,41,55,15,18,0,8,1,27,2,0,2,1,62,2,808,32,3819,10,11,1,16,31,48,2,20,11,1,1,412,1487,90,817,8,48,8934,16518,8469,916,7377,15906,11,13234,14343,7042,10316,2,7,4,93,453,2,7646,65,4,9772,5,0,1,0,3,921,779,28,11,2,283,2028,5342,8063
31,0,1,2231,1,0,1193,5,0,54,2,172,3351,26,0,5,288,12,9,4,6,18,1,1409,579,11,0,27,5,0,1,4,500,10,4,260,472,0,4,355,1605,762,5022,0,1204,1,5,16158,380,5980,2,297,3,32,7,8,0,1,0,10,284,45,5,1,691,189,8,12687,16,63,10,4,2,1845,2956,17,4,9,21702,738,1,203,104,3,18,0,3332,1291,107,10433,5,39,28,3,78,2,590,3,0,7143,0,3,0,0,0,137,13219,3,0,0,4,672,7983,8823,1,634,1,0,17,2,32,2,4,3,2673,6,67,3,389,31,4,8238,26,31,6,6,6564,7248,0,6044,11273,11866,4296,7149,1003,575,7,11008,1,0,3708,737,13,1,1,0,28,7343,34,6,13149,12664,11297,11768,11,1939,10,98,12,14095,6,0,25,9,1,1,16,6,387,2,895,3,2,2,4,13670,0,143,283,41,5,3,134,22,53,62,17,32,0,4,0,23,1,0,3,0,0,4,903,1,4917,9,6,1,35,18,55,3,14,26,1,0,405,2010,130,1049,16,73,8755,14595,8216,1342,6125,14324,13,12505,13768,7803,10795,3,13,4,119,519,0,7917,60,3,12653,7,0,1,1,5,1721,1255,33,20,8,320,2399,5093,9369
39,0,0,2239,0,0,1499,8,2,68,1,160,2785,62,0,5,336,18,3,12,8,7,0,1282,619,14,0,46,5,2,0,3,542,10,13,371,578,1,12,333,1662,773,4504,0,1259,2,16,14894,483,6052,4,264,3,29,3,24,0,0,0,6,556,36,4,3,664,181,16,11983,22,80,7,14,3,1762,2641,24,6,5,19676,939,1,218,115,0,18,0,2567,985,101,9304,11,41,39,5,81,10,628,4,0,6722,0,5,0,0,0,127,11024,2,0,0,3,774,7063,7694,1,724,1,0,15,7,5,1,10,2,2217,15,87,1,468,35,0,8921,33,21,10,10,5133,11290,3,5030,9205,10883,3986,6381,890,568,9,10839,5,4,3566,757,12,0,6,0,20,5884,27,11,11045,11093,10296,11032,13,2100,13,138,13,11486,2,0,35,6,1,0,33,7,417,5,921,10,3,0,6,14435,0,134,337,44,0,5,137,27,53,97,21,35,0,2,1,47,6,0,3,0,4,4,717,6,4101,11,12,0,30,22,75,1,19,25,2,0,486,1757,145,1055,11,110,7468,14104,7147,1389,4751,12304,14,10482,10648,7833,10305,3,12,13,205,550,0,6963,79,3,11094,8,0,1,0,8,1895,1354,22,12,7,403,2047,4051,7950
32,0,2,900,0,0,766,7,3,98,1,143,3742,10,2,1,150,4,1,1,4,12,0,1053,408,5,0,31,1,0,1,1,416,14,4,59,151,4,19,254,1049,494,4458,0,815,0,3,11668,177,3726,1,258,1,18,0,14,0,1,1,4,91,22,6,2,501,172,5,8913,14,73,3,5,1,1163,2179,9,2,4,9685,335,0,142,67,0,9,0,3077,1590,36,7138,12,27,36,4,67,3,385,3,0,8517,0,5,0,0,0,74,9282,0,0,0,1,294,7144,4508,0,365,0,0,14,1,2,0,4,5,2598,5,41,0,246,43,3,9846,45,31,11,5,4803,12375,0,7627,8679,10116,3972,4001,497,452,2,3566,0,0,2915,391,8,0,1,0,16,4126,22,1,17862,14832,11846,10164,4,2094,13,70,11,13605,2,0,12,5,2,0,9,4,259,5,577,4,1,0,0,13820,0,43,106,11,0,3,111,19,18,51,17,10,0,1,0,15,1,0,1,0,52,1,685,17,3336,3,2,2,29,16,55,1,26,8,0,1,290,1158,48,626,6,39,7304,13576,7378,647,5714,13399,10,12522,14304,6405,8280,3,3,3,96,372,0,5160,47,4,6872,5,0,2,1,4,676,518,19,4,1,244,1856,4424,6057
21,0,1,952,0,0,659,2,0,65,0,149,3958,15,0,0,172,1,4,1,2,8,0,1101,448,13,0,23,2,0,3,0,434,13,2,79,168,1,5,248,1036,475,4780,0,907,0,6,12138,167,3928,3,249,1,31,2,9,0,1,0,1,111,12,3,1,543,172,4,9747,25,45,1,1,1,1091,2088,6,1,2,10238,332,18,121,58,0,5,2,3405,1742,48,7652,24,35,22,0,76,2,400,1,0,8626,1,4,0,0,0,84,10462,0,0,0,0,232,7560,5140,0,358,0,0,11,4,1,1,5,6,3061,3,26,2,234,32,2,8495,27,26,11,5,4938,10496,1,7652,9124,11254,4241,4277,523,373,4,4035,4,1,2958,355,4,0,2,0,12,4336,25,3,18975,16386,12478,10784,4,2116,8,95,5,14547,1,0,16,3,0,0,9,8,250,3,574,3,1,11,3,13771,0,60,143,9,3,1,112,20,21,27,20,11,0,6,0,13,1,0,0,5,104,3,691,1,3564,4,3,3,18,28,40,0,24,14,0,0,248,1218,53,671,7,34,8332,14981,8271,586,6311,15000,5,13358,15593,6675,8937,0,1,6,85,321,0,5471,40,3,7453,4,0,2,0,1,658,505,21,3,1,204,1907,4792,6397
16,0,0,1055,0,1,647,9,1,41,5,111,4075,16,0,1,136,4,4,1,1,9,0,1175,394,9,0,21,4,0,1,0,550,12,2,74,178,0,2,291,1130,493,4993,0,944,1,5,12788,193,4031,27,278,1,26,4,11,0,0,0,1,121,26,1,1,561,193,2,10550,16,46,2,3,0,1092,2340,9,2,1,11498,330,1,106,51,0,12,0,3609,1852,40,8464,14,21,45,1,64,1,363,0,0,8603,1,5,1,0,0,84,11506,2,0,0,0,311,7793,5582,0,400,1,0,13,8,3,0,4,2,2921,1,41,2,259,30,2,7619,20,29,11,7,5201,10208,1,8084,9592,11952,4414,4629,503,405,1,4821,1,2,3245,377,4,0,1,1,13,4839,20,3,17918,15959,12785,10661,5,2266,6,75,9,15325,3,0,12,2,0,0,16,7,274,4,476,4,0,0,1,14154,0,53,164,27,0,9,113,9,20,47,15,10,0,9,0,25,0,0,2,0,74,0,726,5,3746,1,2,0,26,21,53,1,17,5,0,0,329,1283,51,660,9,42,8563,15368,8887,690,6525,15118,4,13780,16599,7281,9463,4,4,7,92,374,0,5716,38,4,8179,1,0,0,1,1,720,576,23,9,0,198,1947,4982,6896
26,0,0,1261,0,1,726,5,1,66,2,152,4643,22,0,0,123,4,5,4,1,5,1,1239,533,10,0,32,4,0,0,2,506,11,4,83,213,0,0,328,1231,606,4924,0,993,0,2,13422,216,4333,2,277,2,37,4,19,0,1,0,3,139,21,3,1,563,190,2,10709,18,58,5,7,0,1169,2270,10,3,1,10794,359,1,137,53,0,8,0,3782,1844,57,8498,5,24,32,6,75,1,456,2,0,7769,1,4,0,0,0,75,11835,1,0,0,1,309,7436,5285,1,424,0,0,5,7,2,5,7,3,3129,4,44,8,245,29,0,7554,27,15,8,3,5344,10112,1,7974,10227,12165,4572,4692,550,450,3,5452,1,2,3357,384,5,0,2,0,19,4981,34,8,16311,16244,12071,10581,5,2572,8,81,1,15518,1,0,10,2,0,0,7,3,302,4,707,6,1,0,1,13363,0,70,175,17,7,5,113,22,20,44,7,16,0,4,0,22,1,0,1,0,105,1,796,2,3885,2,0,0,24,14,44,0,18,12,2,0,304,1462,74,663,1,37,9118,13897,9156,886,6894,14315,6,13948,16404,7415,9670,0,3,3,83,352,0,5917,53,3,8283,4,0,2,4,0,940,672,36,6,0,237,2065,5073,7254
23,0,1,1617,0,2,864,4,0,61,2,126,4172,25,1,0,175,7,4,2,0,2,0,1432,525,13,0,22,3,0,0,2,523,18,5,121,279,0,7,344,1501,715,5288,0,1137,0,5,15013,279,5166,11,302,5,27,4,18,0,0,1,2,146,32,3,1,645,190,1,11734,16,56,0,5,1,1613,2801,15,2,2,13737,443,2,111,67,0,10,1,3831,1758,43,9732,6,28,36,4,89,1,518,0,0,8505,1,3,0,0,0,74,13254,2,0,0,2,424,8361,6900,0,495,1,1,11,2,3,1,2,7,2929,7,57,8,260,40,3,8362,25,30,8,5,6344,11004,1,8712,10955,12279,4694,5510,734,440,3,6843,0,2,3678,447,5,4,1,0,19,5932,27,13,17072,15847,12206,11879,11,2549,9,149,5,16500,1,0,18,4,0,0,12,12,375,7,737,4,2,1,3,15586,1,55,187,10,2,9,145,22,30,47,16,15,0,4,2,27,1,0,1,0,54,2,942,1,4116,3,5,0,20,15,66,1,17,9,0,0,406,1647,112,816,5,52,9377,15303,8986,1001,7339,15709,9,14030,15994,7195,10507,2,3,7,112,485,0,6163,64,4,10369,4,0,2,0,3,1134,791,23,10,1,299,2148,5383,8293
20,1,3,2674,0,0,1354,5,0,34,2,175,3433,44,0,3,361,5,1,4,5,6,0,2129,683,10,0,31,8,0,1,1,661,26,9,315,566,0,6,383,1971,791,5405,0,1470,0,4,16696,494,6086,1,359,3,42,5,14,0,1,0,3,292,53,6,1,803,239,11,13757,21,64,5,3,4,2036,3274,17,5,5,22681,1015,0,201,96,0,21,0,3502,1240,81,11391,11,36,42,1,102,3,722,4,0,7250,0,8,0,0,0,196,15160,3,1,0,0,851,9126,9553,0,727,0,0,21,7,7,0,6,2,2860,8,80,2,326,37,5,7471,31,13,21,8,7125,5795,1,6524,12408,13377,4793,7690,1091,640,5,13424,4,1,4434,675,16,0,6,0,27,8484,31,10,13931,13923,11523,12556,11,4305,9,136,10,15067,5,0,14,5,1,0,23,6,427,2,1240,6,2,1,5,14473,0,128,366,41,2,2,159,35,46,67,21,56,0,4,1,49,4,0,0,1,1,8,902,2,5119,7,8,2,14,16,111,5,7,28,1,1,470,2327,195,1102,18,118,9728,14846,9332,1550,6279,15762,16,14502,15444,8291,12230,3,5,3,151,591,1,6975,88,6,13966,7,0,1,1,3,2070,1730,30,10,4,335,2366,5799,10608
